04 Jan 1999	1.186669
05 Jan 1999	1.176007
06 Jan 1999	1.162856
07 Jan 1999	1.168072
08 Jan 1999	1.155833
11 Jan 1999	1.154046
12 Jan 1999	1.15606
13 Jan 1999	1.168991
14 Jan 1999	1.168675
15 Jan 1999	1.158728
18 Jan 1999	1.16067
19 Jan 1999	1.160996
20 Jan 1999	1.157278
21 Jan 1999	1.158273
22 Jan 1999	1.157509
25 Jan 1999	1.156125
26 Jan 1999	1.156896
27 Jan 1999	1.147599
28 Jan 1999	1.139543
29 Jan 1999	1.13784
01 Feb 1999	1.129598
02 Feb 1999	1.132886
03 Feb 1999	1.134594
04 Feb 1999	1.129996
05 Feb 1999	1.128424
08 Feb 1999	1.130467
09 Feb 1999	1.130214
10 Feb 1999	1.133544
11 Feb 1999	1.13108
12 Feb 1999	1.128273
15 Feb 1999	1.124945
16 Feb 1999	1.118324
17 Feb 1999	1.122567
18 Feb 1999	1.121985
19 Feb 1999	1.107334
22 Feb 1999	1.103692
23 Feb 1999	1.099751
24 Feb 1999	1.098039
25 Feb 1999	1.106929
26 Feb 1999	1.099532
01 Mar 1999	1.088676
02 Mar 1999	1.092132
03 Mar 1999	1.089326
04 Mar 1999	1.081716
05 Mar 1999	1.083775
08 Mar 1999	1.089419
09 Mar 1999	1.086744
10 Mar 1999	1.095851
11 Mar 1999	1.092237
12 Mar 1999	1.094166
15 Mar 1999	1.0927
16 Mar 1999	1.092033
17 Mar 1999	1.101184
18 Mar 1999	1.10007
19 Mar 1999	1.092198
22 Mar 1999	1.091011
23 Mar 1999	1.092319
24 Mar 1999	1.093196
25 Mar 1999	1.087205
26 Mar 1999	1.074472
29 Mar 1999	1.071157
30 Mar 1999	1.072637
31 Mar 1999	1.08015
01 Apr 1999	1.07792
05 Apr 1999	1.071031
06 Apr 1999	1.084211
07 Apr 1999	1.078073
08 Apr 1999	1.083874
09 Apr 1999	1.078708
12 Apr 1999	1.084437
13 Apr 1999	1.078089
14 Apr 1999	1.078509
15 Apr 1999	1.071146
16 Apr 1999	1.068256
19 Apr 1999	1.060656
20 Apr 1999	1.062893
21 Apr 1999	1.060743
22 Apr 1999	1.059354
23 Apr 1999	1.062588
26 Apr 1999	1.05956
27 Apr 1999	1.065461
28 Apr 1999	1.061657
29 Apr 1999	1.058985
30 Apr 1999	1.056074
03 May 1999	1.056487
04 May 1999	1.058966
05 May 1999	1.073168
06 May 1999	1.078104
07 May 1999	1.079055
10 May 1999	1.078885
11 May 1999	1.07308
12 May 1999	1.066038
13 May 1999	1.061663
14 May 1999	1.064741
17 May 1999	1.067606
18 May 1999	1.067701
19 May 1999	1.063583
20 May 1999	1.062855
21 May 1999	1.056956
25 May 1999	1.059543
26 May 1999	1.04662
27 May 1999	1.043407
28 May 1999	1.042914
31 May 1999	1.044019
01 Jun 1999	1.044
02 Jun 1999	1.036737
03 Jun 1999	1.034372
04 Jun 1999	1.033004
07 Jun 1999	1.030112
08 Jun 1999	1.044223
09 Jun 1999	1.044585
10 Jun 1999	1.047448
11 Jun 1999	1.05169
14 Jun 1999	1.041057
15 Jun 1999	1.042514
16 Jun 1999	1.030301
17 Jun 1999	1.033539
18 Jun 1999	1.037025
21 Jun 1999	1.031674
22 Jun 1999	1.032689
23 Jun 1999	1.031764
24 Jun 1999	1.037026
25 Jun 1999	1.044811
28 Jun 1999	1.037953
29 Jun 1999	1.03388
30 Jun 1999	1.029716
02 Jul 1999	1.024585
05 Jul 1999	1.021809
06 Jul 1999	1.024789
07 Jul 1999	1.021597
08 Jul 1999	1.020615
09 Jul 1999	1.01796
12 Jul 1999	1.01326
13 Jul 1999	1.017365
14 Jul 1999	1.021709
15 Jul 1999	1.021516
16 Jul 1999	1.019663
19 Jul 1999	1.020785
20 Jul 1999	1.041255
21 Jul 1999	1.053264
22 Jul 1999	1.051232
23 Jul 1999	1.049658
26 Jul 1999	1.06541
27 Jul 1999	1.06246
28 Jul 1999	1.063787
29 Jul 1999	1.071831
30 Jul 1999	1.069469
03 Aug 1999	1.068736
04 Aug 1999	1.076329
05 Aug 1999	1.07964
06 Aug 1999	1.07783
09 Aug 1999	1.070763
10 Aug 1999	1.074984
11 Aug 1999	1.066843
12 Aug 1999	1.064258
13 Aug 1999	1.056559
16 Aug 1999	1.056322
17 Aug 1999	1.051884
18 Aug 1999	1.050353
19 Aug 1999	1.063769
20 Aug 1999	1.064986
23 Aug 1999	1.055403
24 Aug 1999	1.049791
25 Aug 1999	1.047001
26 Aug 1999	1.044412
27 Aug 1999	1.046689
30 Aug 1999	1.044993
31 Aug 1999	1.058524
01 Sep 1999	1.059032
02 Sep 1999	1.069061
03 Sep 1999	1.061341
07 Sep 1999	1.058719
08 Sep 1999	1.058674
09 Sep 1999	1.05474
10 Sep 1999	1.040803
13 Sep 1999	1.039855
14 Sep 1999	1.040793
15 Sep 1999	1.038559
16 Sep 1999	1.041563
17 Sep 1999	1.039576
20 Sep 1999	1.040491
21 Sep 1999	1.046085
22 Sep 1999	1.049807
23 Sep 1999	1.040895
24 Sep 1999	1.046158
27 Sep 1999	1.04271
28 Sep 1999	1.050861
29 Sep 1999	1.062052
