"group" "id" "variable"
"1" 1 1 0.395478926042536
"2" 1 2 -2.01456035876371
"3" 1 3 -0.184802675674601
"4" 1 4 -0.320821342139203
"5" 1 5 -0.0836901673018089
"6" 1 6 -0.985299038007053
"7" 1 7 -0.328018340953107
"8" 1 8 -0.0231754060392565
"9" 1 9 -0.722442461483787
"10" 1 10 0.174144265046091
"11" 1 11 0.616132917483901
"12" 1 12 1.09233416070399
"13" 1 13 0.207725035672444
"14" 1 14 0.288733489746611
"15" 1 15 -0.534409416095134
"16" 1 16 1.0265923933172
"17" 1 17 -1.33926359953919
"18" 1 18 -0.538395356470431
"19" 1 19 -0.0977351502822976
"20" 1 20 0.459272841288732
"21" 1 21 0.483437110752308
"22" 1 22 -0.725822688765586
"23" 1 23 1.16101637215561
"24" 1 24 -1.25126126794912
"25" 1 25 1.48247192537979
"26" 1 26 0.663948918651622
"27" 1 27 0.19934736981348
"28" 1 28 -0.555503696885328
"29" 1 29 0.64097675208526
"30" 1 30 -0.741037476208874
"31" 1 31 -0.492824512824616
"32" 1 32 0.829956735905695
"33" 1 33 -1.98045855300092
"34" 1 34 -1.08024288415527
"35" 1 35 -1.456174410462
"36" 1 36 -0.791221269535383
"37" 1 37 -0.19431367502194
"38" 1 38 -0.847772341459712
"39" 1 39 -0.0183018905269392
"40" 1 40 -0.0438351504151118
"41" 1 41 1.28047251736936
"42" 1 42 -0.0908658966175784
"43" 1 43 -0.00431575525060464
"44" 1 44 -1.44989041088899
"45" 1 45 0.922455064587772
"46" 1 46 -0.426852746399985
"47" 1 47 -0.47809355832235
"48" 1 48 0.425699435604008
"49" 1 49 -1.01072183246115
"50" 1 50 -1.12627064134793
"51" 1 51 -0.530546206950643
"52" 1 52 -0.46097466441715
"53" 1 53 0.0135481721557803
"54" 1 54 -0.556294608237446
"55" 1 55 0.777413162424043
"56" 1 56 -0.540494117748219
"57" 1 57 -1.53647034728519
"58" 1 58 0.574140538739391
"59" 1 59 -0.526711213622099
"60" 1 60 0.499560534530488
"61" 1 61 0.11685097925207
"62" 1 62 0.730611684493368
"63" 1 63 -0.00516691047110488
"64" 1 64 -0.693838644298862
"65" 1 65 -0.686653357304765
"66" 1 66 -1.05233401103277
"67" 1 67 -0.0734974572382794
"68" 1 68 -0.567727402082285
"69" 1 69 0.318521359656393
"70" 1 70 -1.43103411908408
"71" 1 71 -0.379271427432961
"72" 1 72 0.526164556483798
"73" 1 73 0.0987671676670068
"74" 1 74 -1.13735836363559
"75" 1 75 0.0255385151055358
"76" 1 76 1.60205541998828
"77" 1 77 1.94213552090196
"78" 1 78 -0.0280071393579518
"79" 1 79 0.467219352327939
"80" 1 80 -1.48818772780562
"81" 1 81 -1.81605106996388
"82" 1 82 -1.81643251382513
"83" 1 83 2.17252919520817
"84" 1 84 2.55523536764147
"85" 1 85 -1.1824012023283
"86" 1 86 0.359346106254712
"87" 1 87 -0.392364045117203
"88" 1 88 -1.29947154323733
"89" 1 89 0.83769331060854
"90" 1 90 0.219311160957653
"91" 1 91 0.899805111258331
"92" 1 92 0.268006639494137
"93" 1 93 -0.836903656379591
"94" 1 94 -0.371827495460116
"95" 1 95 0.836227103919099
"96" 1 96 -1.66372443609507
"97" 1 97 -0.644570887281163
"98" 1 98 0.0902106044675144
"99" 1 99 0.908902572841335
"100" 1 100 -0.357421919972876
"101" 1 101 -0.996783798873206
"102" 1 102 -0.0190215747359085
"103" 1 103 0.250752995239747
"104" 1 104 0.296696177801402
"105" 1 105 0.176251293128867
"106" 1 106 0.659600389264872
"107" 1 107 0.64514519602125
"108" 1 108 0.456714300309393
"109" 1 109 -0.313465280908416
"110" 1 110 -0.387335887550355
"111" 1 111 1.44229955461731
"112" 1 112 -0.136379812884761
"113" 1 113 -0.174263435889201
"114" 1 114 -0.948813286543416
"115" 1 115 -0.623697250574314
"116" 1 116 1.21249553340253
"117" 1 117 0.0540894202301165
"118" 1 118 -0.744809751373414
"119" 1 119 0.749938671039373
"120" 1 120 1.3974557900447
"121" 1 121 0.960802730315259
"122" 1 122 -0.68777469544193
"123" 1 123 1.02655691262847
"124" 1 124 1.14508529488786
"125" 1 125 1.82194384683114
"126" 1 126 2.30177707062776
"127" 1 127 0.264806066229192
"128" 1 128 1.74333703310873
"129" 1 129 0.0683471809650106
"130" 1 130 0.173817337258684
"131" 1 131 -1.84356388327905
"132" 1 132 1.4726923095188
"133" 1 133 -0.802575195957073
"134" 1 134 0.177524696234364
"135" 1 135 3.06467445587016
"136" 1 136 -0.359568296005091
"137" 1 137 1.29121586210198
"138" 1 138 -0.677516819198099
"139" 1 139 2.26231744403325
"140" 1 140 -2.07460890034236
"141" 1 141 0.560635808088004
"142" 1 142 0.246566521372323
"143" 1 143 -0.764056381660073
"144" 1 144 -1.48790190551045
"145" 1 145 0.450806425778713
"146" 1 146 -1.01052227798352
"147" 1 147 1.70109269628508
"148" 1 148 -1.70235272694868
"149" 1 149 -0.500242943770407
"150" 1 150 -2.53218091146
"151" 1 151 -1.26333889040781
"152" 1 152 1.23757149927537
"153" 1 153 -2.03353786352556
"154" 1 154 -0.559166025475347
"155" 1 155 -1.87014351533696
"156" 1 156 -0.648619338851553
"157" 1 157 0.155086615777184
"158" 1 158 0.883983984989052
"159" 1 159 0.496397222556429
"160" 1 160 -1.58297181701802
"161" 1 161 0.313568073344655
"162" 1 162 0.0821752796676665
"163" 1 163 0.484702960868969
"164" 1 164 -1.15157892371476
"165" 1 165 0.0711014478787208
"166" 1 166 0.514190468974999
"167" 1 167 1.73569189821986
"168" 1 168 1.5830273364414
"169" 1 169 -0.721050038501685
"170" 1 170 -0.729244120728661
"171" 1 171 1.16485278355529
"172" 1 172 0.521911954937747
"173" 1 173 0.248299994306111
"174" 1 174 1.43159494803851
"175" 1 175 1.81368629912561
"176" 1 176 1.55427245034606
"177" 1 177 0.423092374652677
"178" 1 178 0.0902563788844237
"179" 1 179 -2.51650931118726
"180" 1 180 0.434384767051134
"181" 1 181 -0.359363830165926
"182" 1 182 -1.57407553569257
"183" 1 183 0.860723807496121
"184" 1 184 -0.106555724976619
"185" 1 185 0.853660020423471
"186" 1 186 -1.17152809970394
"187" 1 187 -0.606492033828758
"188" 1 188 0.558672977238523
"189" 1 189 -0.689159525995169
"190" 1 190 0.391224609685743
"191" 1 191 0.37137259490376
"192" 1 192 -0.89798496576428
"193" 1 193 0.207387328584807
"194" 1 194 -0.417807024864984
"195" 1 195 -0.320031122769781
"196" 1 196 0.292835538194649
"197" 1 197 1.11479662301369
"198" 1 198 -0.197274738164405
"199" 1 199 -0.512598488309236
"200" 1 200 -1.08138518142389
"201" 1 201 0.427491915244385
"202" 1 202 -2.23030906923222
"203" 1 203 -2.10454530363705
"204" 1 204 1.22087574500825
"205" 1 205 -0.0118365511046195
"206" 1 206 0.167884357058003
"207" 1 207 0.619809504669063
"208" 1 208 -0.249965279925528
"209" 1 209 -0.625913103656081
"210" 1 210 -0.480593605979176
"211" 1 211 0.839322595786207
"212" 1 212 1.70038734908234
"213" 1 213 0.230494654372943
"214" 1 214 -0.521148907007692
"215" 1 215 -0.0656238360757405
"216" 1 216 -0.644765642242567
"217" 1 217 0.60138882045344
"218" 1 218 -0.470350002769869
"219" 1 219 -1.83793379381945
"220" 1 220 1.94375518351479
"221" 1 221 -0.193437411977417
"222" 1 222 0.944881238435375
"223" 1 223 -0.105411056329347
"224" 1 224 1.2105817911903
"225" 1 225 0.731828345631224
"226" 1 226 -1.74968600501824
"227" 1 227 -0.559713195703105
"228" 1 228 -0.173050908457613
"229" 1 229 1.81472280579691
"230" 1 230 -1.23940481225277
"231" 1 231 0.301521877346174
"232" 1 232 1.14486464985279
"233" 1 233 0.746000546880006
"234" 1 234 1.62129632526482
"235" 1 235 -2.34393196129075
"236" 1 236 -1.1296312443766
"237" 1 237 0.389290195669955
"238" 1 238 1.79592205987539
"239" 1 239 -1.01956092021833
"240" 1 240 1.06223588929207
"241" 1 241 1.15982868590018
"242" 1 242 -0.539659752636211
"243" 1 243 -1.17564887227232
"244" 1 244 -0.866051505146043
"245" 1 245 1.57307629591305
"246" 1 246 0.341816952183868
"247" 1 247 -0.0819448699406694
"248" 1 248 -0.875162166215435
"249" 1 249 0.314439373230581
"250" 1 250 0.00281864660031429
"251" 1 251 -0.139350139127097
"252" 1 252 1.26149884180863
"253" 1 253 1.1251380438033
"254" 1 254 0.314806964096514
"255" 1 255 0.611539694348267
"256" 1 256 -1.67091786711149
"257" 1 257 1.26841807638916
"258" 1 258 -0.466766557820535
"259" 1 259 -0.445811354857481
"260" 1 260 -0.783231917248734
"261" 1 261 0.292958158345108
"262" 1 262 -0.253732146624198
"263" 1 263 0.24586683100136
"264" 1 264 1.32241736062418
"265" 1 265 1.12800858802024
"266" 1 266 1.08449890730632
"267" 1 267 -0.996358898223539
"268" 1 268 -0.3835383078666
"269" 1 269 0.52605942107985
"270" 1 270 -0.396410472804991
"271" 1 271 0.519103605771943
"272" 1 272 -0.719459579179586
"273" 1 273 -1.13414110644704
"274" 1 274 -1.17547016450672
"275" 1 275 -0.886960952508409
"276" 1 276 0.506068577425735
"277" 1 277 0.129716460083226
"278" 1 278 -1.16210972984807
"279" 1 279 0.585950975681248
"280" 1 280 2.28294942174465
"281" 1 281 -1.88235253762566
"282" 1 282 2.29924559834212
"283" 1 283 0.280079716610481
"284" 1 284 1.2476298337027
"285" 1 285 -0.625229061009502
"286" 1 286 -0.302146490934264
"287" 1 287 -0.998329104052682
"288" 1 288 0.228397847884705
"289" 1 289 -0.477593796083651
"290" 1 290 0.381037009630504
"291" 1 291 1.04527978572836
"292" 1 292 -0.918570900736345
"293" 1 293 -1.03797221433417
"294" 1 294 -0.773105599238715
"295" 1 295 -0.150851207048579
"296" 1 296 -0.138284240340905
"297" 1 297 0.197526214251355
"298" 1 298 0.684790052796572
"299" 1 299 0.626294740825976
"300" 1 300 -0.288701875053098
"301" 1 301 0.758916985577953
"302" 1 302 0.519091886907133
"303" 1 303 -0.0126172313487851
"304" 1 304 -1.068838858713
"305" 1 305 0.440447379032699
"306" 1 306 1.25494509675661
"307" 1 307 1.10190374957526
"308" 1 308 -0.642059522119397
"309" 1 309 -0.656336993201939
"310" 1 310 -1.31128125049124
"311" 1 311 -0.010253636979675
"312" 1 312 -0.483349994138331
"313" 1 313 1.28462242177164
"314" 1 314 -0.292432762763747
"315" 1 315 1.64230322671077
"316" 1 316 1.289840809688
